department_id_1,department_name_1,department_id_2,department_name_2,course_similarity_weighted,course_similarity_binary,score_median_1,score_median_2,score_difference_median
D08,조선해양공학과,D14,경제학과,0.6755205294731985,0.5962847939999438,6.93,3.495,3.4349999999999996
D10,수학과,D13,사회학과,0.6741998624632423,0.6963106238227917,3.375,3.19,0.18500000000000005
D02,국어국문학과,D18,디자인학과,0.6735808793898638,0.6888467201936647,3.705,4.12,0.41500000000000004
D02,국어국문학과,D19,식품영양학과,0.6724387801454333,0.6574382586514258,3.705,3.22,0.4849999999999999
D13,사회학과,D14,경제학과,0.6722139969935251,0.6674238124719148,3.19,3.495,0.30500000000000016
D06,산업공학과,D12,약학과,0.6708203932499368,0.6708203932499368,3.05,1.23,1.8199999999999998
D06,산업공학과,D09,의예과,0.6708203932499368,0.6708203932499368,3.05,1.15,1.9
D09,의예과,D13,사회학과,0.6674238124719148,0.6674238124719148,1.15,3.19,2.04
D12,약학과,D13,사회학과,0.6674238124719148,0.6674238124719148,1.23,3.19,1.96
D03,심리학과,D14,경제학과,0.6667366910003156,0.6155870112510926,2.635,3.495,0.8600000000000003
D15,생명과학과,D16,미디어커뮤니케이션학과,0.6666666666666673,0.6666666666666673,3.33,2.685,0.645
D06,산업공학과,D21,전기전자공학과,0.6625891564490791,0.6396021490668313,3.05,3.04,0.009999999999999787
D13,사회학과,D24,컴퓨터공학과,0.6611073566849314,0.6197506830096352,3.19,2.92,0.27
D13,사회학과,D21,전기전자공학과,0.6592342530872154,0.6363636363636368,3.19,3.04,0.1499999999999999
D02,국어국문학과,D21,전기전자공학과,0.6574725612947924,0.6205052279940232,3.705,3.04,0.665
D08,조선해양공학과,D23,응용통계학과,0.6564879518897747,0.6285393610547089,6.93,3.13,3.8
D01,건축학과,D02,국어국문학과,0.656330123313894,0.6416889479197481,2.86,3.705,0.8450000000000002
D01,건축학과,D03,심리학과,0.6550432296063073,0.6503324771430903,2.86,2.635,0.2250000000000001
D04,기계공학과,D06,산업공학과,0.6546536707079769,0.6546536707079769,3.1399999999999997,3.05,0.08999999999999986
D06,산업공학과,D17,화학공학과,0.6546536707079769,0.6546536707079769,3.05,2.4450000000000003,0.6049999999999995
D05,화학과,D22,사학과,0.6528346794992874,0.6172133998483678,3.04,3.5,0.45999999999999996
D13,사회학과,D15,생명과학과,0.6527912098338673,0.6527912098338673,3.19,3.33,0.14000000000000012
D20,간호학과,D21,전기전자공학과,0.6504081700631736,0.692902328155734,2.25,3.04,0.79
D03,심리학과,D18,디자인학과,0.6490787765328361,0.6515837655350017,2.635,4.12,1.4850000000000003
D03,심리학과,D19,식품영양학과,0.647978222162995,0.621874335205422,2.635,3.22,0.5850000000000004
D08,조선해양공학과,D24,컴퓨터공학과,0.6477502756312957,0.5962847939999438,6.93,2.92,4.01
D06,산업공학과,D10,수학과,0.6324555320336761,0.6123724356957947,3.05,3.375,0.3250000000000002
D03,심리학과,D10,수학과,0.6299407883487123,0.6087807775281014,2.635,3.375,0.7400000000000002
D16,미디어커뮤니케이션학과,D20,간호학과,0.6272500481871802,0.6123724356957948,2.685,2.25,0.43500000000000005
D06,산업공학과,D19,식품영양학과,0.6255432421712244,0.6255432421712244,3.05,3.22,0.17000000000000037
D04,기계공학과,D16,미디어커뮤니케이션학과,0.6236095644623237,0.6236095644623237,3.1399999999999997,2.685,0.4549999999999996
D16,미디어커뮤니케이션학과,D17,화학공학과,0.6236095644623237,0.6236095644623237,2.685,2.4450000000000003,0.23999999999999977
D08,조선해양공학과,D09,의예과,0.6227991553292184,0.5962847939999438,6.93,1.15,5.779999999999999
D08,조선해양공학과,D12,약학과,0.6227991553292184,0.5962847939999438,6.93,1.23,5.699999999999999
D08,조선해양공학과,D21,전기전자공학과,0.615157158487034,0.5685352436149612,6.93,3.04,3.8899999999999997
D03,심리학과,D09,의예과,0.614700856398576,0.6155870112510926,2.635,1.15,1.4849999999999999
D03,심리학과,D12,약학과,0.614700856398576,0.6155870112510926,2.635,1.23,1.4049999999999998
D06,산업공학과,D15,생명과학과,0.6123724356957947,0.6123724356957947,3.05,3.33,0.28000000000000025
D02,국어국문학과,D12,약학과,0.6101702158477521,0.5965587590013044,3.705,1.23,2.475
D02,국어국문학과,D09,의예과,0.6101702158477521,0.5965587590013044,3.705,1.15,2.555
D08,조선해양공학과,D17,화학공학과,0.6077897411180689,0.5819143739626461,6.93,2.4450000000000003,4.484999999999999
D04,기계공학과,D08,조선해양공학과,0.6077897411180689,0.5819143739626461,3.1399999999999997,6.93,3.79
D06,산업공학과,D11,경영학과,0.6060915267313262,0.5883484054145522,3.05,2.5,0.5499999999999998
D13,사회학과,D17,화학공학과,0.604814736759006,0.604814736759006,3.19,2.4450000000000003,0.7449999999999997
D04,기계공학과,D13,사회학과,0.604814736759006,0.604814736759006,3.1399999999999997,3.19,0.050000000000000266
D08,조선해양공학과,D15,생명과학과,0.6040686963408965,0.6123724356957947,6.93,3.33,3.5999999999999996
D11,경영학과,D18,디자인학과,0.6020908788739459,0.6076436202502004,2.5,4.12,1.62
D02,국어국문학과,D14,경제학과,0.6016568375961869,0.5423261445466404,3.705,3.495,0.20999999999999996
D01,건축학과,D18,디자인학과,0.6007514091861107,0.5855400437691202,2.86,4.12,1.2600000000000002
D13,사회학과,D20,간호학과,0.6005461994758758,0.5863019699779288,3.19,2.25,0.94
D03,심리학과,D04,기계공학과,0.5998866106008961,0.6007514091861107,2.635,3.1399999999999997,0.5049999999999999
D02,국어국문학과,D04,기계공학과,0.5954651581568433,0.5821817364274594,3.705,3.1399999999999997,0.5650000000000004
D05,화학과,D06,산업공학과,0.5940885257860047,0.5773502691896256,3.04,3.05,0.009999999999999787
D08,조선해양공학과,D10,수학과,0.5871806747340592,0.5443310539518175,6.93,3.375,3.5549999999999997
D06,산업공학과,D07,신소재공학과,0.5819143739626461,0.5819143739626461,3.05,2.535,0.5149999999999997
D08,조선해양공학과,D20,간호학과,0.5794973582995913,0.5833333333333333,6.93,2.25,4.68
D07,신소재공학과,D16,미디어커뮤니케이션학과,0.5790660241435863,0.5790660241435863,2.535,2.685,0.1499999999999999
