department_id_1,department_name_1,department_id_2,department_name_2,course_similarity_refined_weighted,course_similarity_refined_binary,score_median_1,score_median_2,score_difference_median
D18,디자인학과,D24,컴퓨터공학과,0.14704292441876157,0.16329931618554525,3.705,3.145,0.56
D02,국어국문학과,D08,조선해양공학과,0.13012000972647111,0.11785113019775795,2.96,4.25,1.29
D14,경제학과,D18,디자인학과,0.12427395320024004,0.11952286093343942,2.93,3.705,0.7749999999999999
D08,조선해양공학과,D13,사회학과,0.10585122480499264,0.09901475429766744,4.25,2.7649999999999997,1.4850000000000003
D18,디자인학과,D20,간호학과,0.09802861627917438,0.09128709291752772,3.705,2.56155,1.14345
D17,화학공학과,D22,사학과,0.08444006618414981,0.08084520834544431,2.54,3.5,0.96
D10,수학과,D18,디자인학과,0.08094446585163531,0.074535599249993,2.665,3.705,1.04
D17,화학공학과,D18,디자인학과,0.07974522228289,0.07669649888473706,2.54,3.705,1.165
D08,조선해양공학과,D18,디자인학과,0.07174960033341753,0.1290994448735806,4.25,3.705,0.5449999999999999
D20,간호학과,D22,사학과,0.0,0.0,2.56155,3.5,0.93845
D06,산업공학과,D22,사학과,0.0,0.0,3.05,3.5,0.4500000000000002
D08,조선해양공학과,D22,사학과,0.0,0.0,4.25,3.5,0.75
D18,디자인학과,D23,응용통계학과,0.0,0.0,3.705,2.73,0.9750000000000001
D06,산업공학과,D18,디자인학과,0.0,0.0,3.05,3.705,0.6550000000000002
