department_id,department_name_ko,course_name_standardized,subject_group,assigned_weight,evidence_count,source_count,example_original,example_note
D03,심리학과,사회,사회,1.0,9,1,인문사회계열 진로 및 적성을 고려하여 교과목 선택 이수[수학(확률과 통계) 포함],가톨릭대 / 심리학과 / match=high
D03,심리학과,역사,사회,1.0,1,1,"-일반선택: 화법과 언어, 독서와 작문, 문학, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 세계시민과 지리, 세계사, 사회와 문화, 현대사회와 윤리 -진로선택: 주제 탐구 독서, 문학과 영상, 직무 의사소통, 영어 발표와 토론, 심화 영어, 심화 영어 독해와 작문, 직무 영어, 한국지리 탐구, 도시의 미래 탐구, 동아시아 역사 기행, 정치, 법과 사회, 경제, 윤리와 사상, 인문학과 윤리, 국제 관계의 이해, 인공지능 기초, 인간과 철학, 논리와 사고, 삶과 종교",영남대 / 사회과학 / 심리학과 / match=high
D03,심리학과,윤리,사회,1.0,4,2,광운대,대표모집단위=심리 / match=medium
D03,심리학과,일반사회,사회,0.5,6,1,강원대(춘천),대표모집단위=심리 / match=medium
D03,심리학과,지리,사회,1.0,1,1,"-일반선택: 화법과 언어, 독서와 작문, 문학, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 세계시민과 지리, 세계사, 사회와 문화, 현대사회와 윤리 -진로선택: 주제 탐구 독서, 문학과 영상, 직무 의사소통, 영어 발표와 토론, 심화 영어, 심화 영어 독해와 작문, 직무 영어, 한국지리 탐구, 도시의 미래 탐구, 동아시아 역사 기행, 정치, 법과 사회, 경제, 윤리와 사상, 인문학과 윤리, 국제 관계의 이해, 인공지능 기초, 인간과 철학, 논리와 사고, 삶과 종교",영남대 / 사회과학 / 심리학과 / match=high
D03,심리학과,대수,수학,1.0,6,2,광운대,대표모집단위=심리 / match=medium
D03,심리학과,미적분,수학,1.0,2,1,"화법과 언어, 독서와 작문, 문학, 대수, 미적분Ⅰ, 확률과 통계, 사회와 문화, 현대사회와 윤리, 한문, 제2외국어 과목",광운대 / 인문사회과학대학 / 산업심리학과 / match=high
D03,심리학과,미적분Ⅰ,수학,1.0,5,2,광운대,대표모집단위=심리 / match=medium
D03,심리학과,수학,수학,1.0,3,1,인문사회계열 진로 및 적성을 고려하여 교과목 선택 이수[수학(확률과 통계) 포함],가톨릭대 / 심리학과 / match=high
D03,심리학과,확률과 통계,수학,1.0,11,2,가톨릭대,대표모집단위=심리 / match=medium
D03,심리학과,영어,영어,1.0,16,2,강원대(춘천),대표모집단위=심리 / match=medium
D04,기계공학과,과학,과학,1.0,14,1,"영어, 수학, 과학","강원대
(삼척·도계) / 공학대학 / 기계공학과 / match=high"
D04,기계공학과,물리학,과학,1.0,42,2,강원대(삼척),대표모집단위=기계공학 / match=medium
D04,기계공학과,물질과 에너지,과학,1.0,4,1,"물질과 에너지, 화학 반응의 세계",경희대 / 기계 / 기계공학부 / match=high
D04,기계공학과,생명과학,과학,1.0,1,1,"수학, 물리학, 생명과학","전남대
(광주) / 농업생명과학대학 / 융합바이오시스템기계공학과 / match=high"
D04,기계공학과,역학과 에너지,과학,1.0,10,1,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",경희대 / 기계 / 기계공학부 / match=high
D04,기계공학과,전자기와 양자,과학,1.0,9,1,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",경희대 / 기계 / 기계공학부 / match=high
D04,기계공학과,화학,과학,1.0,22,2,강원대(삼척),대표모집단위=기계공학 / match=medium
D04,기계공학과,화학 반응의 세계,과학,1.0,4,1,"물질과 에너지, 화학 반응의 세계",경희대 / 기계 / 기계공학부 / match=high
D04,기계공학과,국어,국어,1.0,5,2,단국대*,대표모집단위=기계공학 / match=medium
D04,기계공학과,인공지능,기타,1.0,3,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 물리학, 화학, 정보 -진로선택: 기하, 미적분Ⅱ, 인공지능 수학, 영어 발표와 토론, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 로봇과 공학세계, 인공지능 기초, 데이터 과학",영남대 / 기계 / 기계공학부 / match=high
D04,기계공학과,정보,기타,1.0,3,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 물리학, 화학, 정보 -진로선택: 기하, 미적분Ⅱ, 인공지능 수학, 영어 발표와 토론, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 로봇과 공학세계, 인공지능 기초, 데이터 과학",영남대 / 기계 / 기계공학부 / match=high
D04,기계공학과,사회,사회,1.0,1,1,"국어, 영어, 수학, 사회(역사/도덕 포함), 과학 교과",한라대 / 스마트모빌리티융합대학 / 기계자동차공학과 / match=medium
D04,기계공학과,역사,사회,1.0,1,1,"국어, 영어, 수학, 사회(역사/도덕 포함), 과학 교과",한라대 / 스마트모빌리티융합대학 / 기계자동차공학과 / match=medium
D04,기계공학과,기하,수학,1.0,19,2,국민대,대표모집단위=기계공학 / match=medium
D04,기계공학과,대수,수학,1.0,24,2,경북대,대표모집단위=기계공학 / match=medium
D04,기계공학과,미적분,수학,1.0,20,1,"영어 독해와 작문, 영어 발표와 토론, 미적분, 물리학, 화학","강원대
(삼척·도계) / 공학대학 / 기계공학과 / match=high"
D04,기계공학과,미적분Ⅰ,수학,1.0,17,2,강원대(삼척),대표모집단위=기계공학 / match=medium
D04,기계공학과,미적분Ⅱ,수학,1.0,23,2,강원대(삼척),대표모집단위=기계공학 / match=medium
D04,기계공학과,수학,수학,1.0,13,1,"영어, 수학, 과학","강원대
(삼척·도계) / 공학대학 / 기계공학과 / match=high"
D04,기계공학과,확률과 통계,수학,1.0,11,2,서울시립대,대표모집단위=기계공학 / match=medium
D04,기계공학과,영어,영어,1.0,12,2,강원대(삼척),대표모집단위=기계공학 / match=medium
D05,화학과,과학,과학,1.0,20,1,"확률과 통계, 미적분, 생명과학, 화학","강원대
(춘천) / 자연과학대학 / 화학·생화학부 / match=medium"
D05,화학과,물리학,과학,1.0,20,2,경기대,대표모집단위=화학 / match=medium
D05,화학과,물질과 에너지,과학,1.0,9,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 화학, 물질과 에너지, 화학 반응의 세계",경희대 / 화학 / 응용화학과 / match=medium
D05,화학과,생명과학,과학,1.0,18,2,강원대(춘천),대표모집단위=화학 / match=medium
D05,화학과,생물의 유전,과학,1.0,6,1,"화학 반응의 세계, 세포와 물질대사, 생물의 유전",경북대 / 자연과학대학 / 화학과 / match=medium
D05,화학과,세포와 물질대사,과학,1.0,6,1,"화학 반응의 세계, 세포와 물질대사, 생물의 유전",경북대 / 자연과학대학 / 화학과 / match=medium
D05,화학과,역학과 에너지,과학,1.0,5,1,"기하, 물리학, 생명과학, [역학과 에너지, 전자기와 양자 중 1과목]",경희대 / 화학 / 응용화학과 / match=medium
D05,화학과,전자기와 양자,과학,1.0,5,1,"기하, 물리학, 생명과학, [역학과 에너지, 전자기와 양자 중 1과목]",경희대 / 화학 / 응용화학과 / match=medium
D05,화학과,화학,과학,1.0,41,2,가톨릭대,대표모집단위=화학 / match=medium
D05,화학과,화학 반응의 세계,과학,1.0,11,1,"화학 반응의 세계, 세포와 물질대사, 생물의 유전",경북대 / 자연과학대학 / 화학과 / match=medium
D05,화학과,국어,국어,1.0,7,1,"국어, 영어, 사회","강원대
(춘천) / 문화예술·공과대학 / 영상문화학과 / match=medium"
D05,화학과,독서와 작문,국어,1.0,2,1,"화법과 언어, 문학, 독서와 작문, 사회와 문화","강원대
(춘천) / 문화예술·공과대학 / 영상문화학과 / match=medium"
D05,화학과,문학,국어,1.0,4,1,"화법과 언어, 문학, 독서와 작문, 사회와 문화","강원대
(춘천) / 문화예술·공과대학 / 영상문화학과 / match=medium"
D05,화학과,화법과 언어,국어,1.0,2,1,"화법과 언어, 문학, 독서와 작문, 사회와 문화","강원대
(춘천) / 문화예술·공과대학 / 영상문화학과 / match=medium"
D05,화학과,인공지능,기타,1.0,4,1,"인공지능 수학, 물질과 에너지, 화학 반응의 세계",국민대 / 과학기술대학 / 응용화학부 나노소재전공 / match=medium
D05,화학과,정보,기타,1.0,2,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 물리학, 화학, 생명과학, 정보 -진로선택: 기하, 미적분Ⅱ, 인공지능 수학, 영미 문학 읽기, 영어 발표와 토론, 심화 영어, 심화 영어 독해와 작문, 직무 영어, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 인공지능 기초, 데이터 과학",영남대 / 화학·생명과학·환경 / 생명공학과 / match=medium
D05,화학과,사회,사회,1.0,13,1,인문사회계열 진로 및 적성을 고려하여 교과목 선택 이수,가톨릭대 / 일어일본문화학과 / match=medium
D05,화학과,역사,사회,1.0,1,1,"-일반선택: 화법과 언어, 독서와 작문, 문학, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 세계시민과 지리, 세계사, 사회와 문화, 현대사회와 윤리, 제2외국어 관련 과목, 한문, 진로와 직업 -진로선택: 주제 탐구 독서, 문학과 영상, 직무 의사소통, 영미 문학 읽기, 영어 발표와 토론, 심화 영어, 심화 영어 독해와 작문, 직무 영어, 도시의 미래 탐구, 동아시아 역사 기행, 정치, 법과 사회, 윤리와 사상, 인문학과 윤리, 국제 관계의 이해, 생활과학 탐구, 인공지능 기초, 제2외국어 관련 과목: 한문 고전 읽기, 인간과 철학, 논리와 사고",영남대 / 언어·문학 / 중국언어문화학과 / match=medium
D05,화학과,윤리,사회,1.0,1,1,"-일반선택: 화법과 언어, 독서와 작문, 문학, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 세계시민과 지리, 세계사, 사회와 문화, 현대사회와 윤리, 제2외국어 관련 과목, 한문, 진로와 직업 -진로선택: 주제 탐구 독서, 문학과 영상, 직무 의사소통, 영미 문학 읽기, 영어 발표와 토론, 심화 영어, 심화 영어 독해와 작문, 직무 영어, 도시의 미래 탐구, 동아시아 역사 기행, 정치, 법과 사회, 윤리와 사상, 인문학과 윤리, 국제 관계의 이해, 생활과학 탐구, 인공지능 기초, 제2외국어 관련 과목: 한문 고전 읽기, 인간과 철학, 논리와 사고",영남대 / 언어·문학 / 중국언어문화학과 / match=medium
D05,화학과,지리,사회,1.0,1,1,"-일반선택: 화법과 언어, 독서와 작문, 문학, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 세계시민과 지리, 세계사, 사회와 문화, 현대사회와 윤리, 제2외국어 관련 과목, 한문, 진로와 직업 -진로선택: 주제 탐구 독서, 문학과 영상, 직무 의사소통, 영미 문학 읽기, 영어 발표와 토론, 심화 영어, 심화 영어 독해와 작문, 직무 영어, 도시의 미래 탐구, 동아시아 역사 기행, 정치, 법과 사회, 윤리와 사상, 인문학과 윤리, 국제 관계의 이해, 생활과학 탐구, 인공지능 기초, 제2외국어 관련 과목: 한문 고전 읽기, 인간과 철학, 논리와 사고",영남대 / 언어·문학 / 중국언어문화학과 / match=medium
D05,화학과,기하,수학,1.0,8,2,서울대,대표모집단위=화학 / match=medium
D05,화학과,대수,수학,1.0,18,2,경희대,대표모집단위=화학 / match=medium
D05,화학과,미적분,수학,1.0,16,1,"확률과 통계, 미적분, 생명과학, 화학","강원대
(춘천) / 자연과학대학 / 화학·생화학부 / match=medium"
D05,화학과,미적분Ⅰ,수학,1.0,13,2,강원대(춘천),대표모집단위=화학 / match=medium
D05,화학과,미적분Ⅱ,수학,1.0,15,2,강원대(춘천),대표모집단위=화학 / match=medium
D05,화학과,수학,수학,1.0,11,1,"화학, 수학",가톨릭대 / 화학과 / match=medium
D05,화학과,확률과 통계,수학,1.0,11,2,강원대(춘천),대표모집단위=화학 / match=medium
D05,화학과,영어,영어,1.0,10,2,영남대,대표모집단위=화학 / match=medium
D06,산업공학과,과학,과학,1.0,3,1,"영어, 수학, 과학","강원대
(춘천) / 문화예술·공과대학 / 스마트산업공학과 / match=high"
D06,산업공학과,기하,수학,1.0,2,1,"확률과 통계, 기하, 미적분Ⅱ",부산대 / 공과대학 / 산업공학과 / match=high
D06,산업공학과,대수,수학,1.0,3,1,"대수, 미적분Ⅰ,확률과 통계, 미적분Ⅱ",서울과기대 / 기술경영융합대학 / 산업공학과 ITM전공 / match=high
D06,산업공학과,미적분,수학,1.0,6,1,"미적분, 확률과 통계","강원대
(춘천) / 문화예술·공과대학 / 스마트산업공학과 / match=high"
D06,산업공학과,미적분Ⅰ,수학,1.0,3,1,"대수, 미적분Ⅰ,확률과 통계, 미적분Ⅱ",서울과기대 / 기술경영융합대학 / 산업공학과 ITM전공 / match=high
D06,산업공학과,미적분Ⅱ,수학,1.0,5,1,"확률과 통계, 기하, 미적분Ⅱ",부산대 / 공과대학 / 산업공학과 / match=high
D06,산업공학과,수학,수학,1.0,2,1,"영어, 수학, 과학","강원대
(춘천) / 문화예술·공과대학 / 스마트산업공학과 / match=high"
D06,산업공학과,확률과 통계,수학,1.0,5,1,"미적분, 확률과 통계","강원대
(춘천) / 문화예술·공과대학 / 스마트산업공학과 / match=high"
D06,산업공학과,영어,영어,1.0,2,1,"영어, 수학, 과학","강원대
(춘천) / 문화예술·공과대학 / 스마트산업공학과 / match=high"
D07,신소재공학과,과학,과학,1.0,7,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,물리학,과학,1.0,8,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 기하, 물리학, 화학, 물질과 에너지, 역학과 에너지",경희대 / 재료/화공·고분자·에너지 / 신소재공학과 / match=high
D07,신소재공학과,물질과 에너지,과학,1.0,7,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,생명과학,과학,1.0,2,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,생물의 유전,과학,1.0,2,1,"미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",고려대 / 공과대학 / 신소재공학부 / match=medium
D07,신소재공학과,세포와 물질대사,과학,1.0,3,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,역학과 에너지,과학,1.0,5,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 기하, 물리학, 화학, 물질과 에너지, 역학과 에너지",경희대 / 재료/화공·고분자·에너지 / 신소재공학과 / match=high
D07,신소재공학과,전자기와 양자,과학,1.0,5,1,"전자기와 양자, 화학 반응의 세계",경희대 / 재료/화공·고분자·에너지 / 신소재공학과 / match=high
D07,신소재공학과,지구과학,과학,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학, 지구과학, 정보 -진로선택: 기하, 미적분Ⅱ, 경제 수학, 인공지능 수학, 직무 수학, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 생활과학 탐구",영남대 / 재료 / 신소재공학부 / match=medium
D07,신소재공학과,화학,과학,1.0,13,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,화학 반응의 세계,과학,1.0,5,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,인공지능,기타,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학, 지구과학, 정보 -진로선택: 기하, 미적분Ⅱ, 경제 수학, 인공지능 수학, 직무 수학, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 생활과학 탐구",영남대 / 재료 / 신소재공학부 / match=medium
D07,신소재공학과,정보,기타,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학, 지구과학, 정보 -진로선택: 기하, 미적분Ⅱ, 경제 수학, 인공지능 수학, 직무 수학, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 생활과학 탐구",영남대 / 재료 / 신소재공학부 / match=medium
D07,신소재공학과,경제,사회,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학, 지구과학, 정보 -진로선택: 기하, 미적분Ⅱ, 경제 수학, 인공지능 수학, 직무 수학, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 생활과학 탐구",영남대 / 재료 / 신소재공학부 / match=medium
D07,신소재공학과,기하,수학,1.0,5,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 기하, 물리학, 화학, 물질과 에너지, 역학과 에너지",경희대 / 재료/화공·고분자·에너지 / 신소재공학과 / match=high
D07,신소재공학과,대수,수학,1.0,4,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,미적분,수학,1.0,10,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,미적분Ⅰ,수학,1.0,6,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,미적분Ⅱ,수학,1.0,6,1,미적분Ⅱ,경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D07,신소재공학과,수학,수학,1.0,7,1,"수학, 과학",국립한밭대 / 공과대학 / 신소재공학과 / match=high
D07,신소재공학과,확률과 통계,수학,1.0,5,1,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 세포와 물질대사, 생물과 유전, 물질과 에너지, 화학 반응의 세계",경희대 / 생명과학·환경/생활과학/농림 / 융합바이오·신소재공학과 / match=high
D08,조선해양공학과,과학,과학,1.0,3,1,"영어, 수학, 과학",동아대 / 공과대학 / 조선해양공학과 / match=high
D08,조선해양공학과,물리학,과학,1.0,4,1,"기하, 미적분Ⅱ, 물리학, 화학",부산대 / 공과대학 / 조선·해양공학과 / match=high
D08,조선해양공학과,지구과학,과학,0.5,1,1,"화학, 지구과학",인하대 / 공과대학 / 조선해양공학과 / match=high
D08,조선해양공학과,화학,과학,1.0,2,1,"기하, 미적분Ⅱ, 물리학, 화학",부산대 / 공과대학 / 조선·해양공학과 / match=high
D08,조선해양공학과,기하,수학,1.0,2,1,"기하, 미적분Ⅱ, 물리학, 화학",부산대 / 공과대학 / 조선·해양공학과 / match=high
D08,조선해양공학과,미적분,수학,1.0,2,1,"기하, 미적분Ⅱ, 물리학, 화학",부산대 / 공과대학 / 조선·해양공학과 / match=high
D08,조선해양공학과,미적분Ⅱ,수학,1.0,2,1,"기하, 미적분Ⅱ, 물리학, 화학",부산대 / 공과대학 / 조선·해양공학과 / match=high
D08,조선해양공학과,수학,수학,1.0,1,1,"영어, 수학, 과학",동아대 / 공과대학 / 조선해양공학과 / match=high
D08,조선해양공학과,영어,영어,1.0,2,1,"영어, 수학, 과학",동아대 / 공과대학 / 조선해양공학과 / match=high
D09,의예과,과학,과학,1.0,17,1,"화학, 생명과학, 수학",가톨릭대 / 의예과 / match=medium
D09,의예과,물리학,과학,1.0,9,2,경북대,대표모집단위=의예 / match=medium
D09,의예과,물질과 에너지,과학,1.0,4,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 화학, 생명과학, [물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전 중 3과목]",경희대 / 의학 / 의예과 / match=medium
D09,의예과,생명과학,과학,1.0,24,2,가톨릭대,대표모집단위=의예 / match=medium
D09,의예과,생물의 유전,과학,1.0,4,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 화학, 생명과학, [물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전 중 3과목]",경희대 / 의학 / 의예과 / match=medium
D09,의예과,세포와 물질대사,과학,1.0,4,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 화학, 생명과학, [물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전 중 3과목]",경희대 / 의학 / 의예과 / match=medium
D09,의예과,화학,과학,1.0,19,2,가톨릭대,대표모집단위=의예 / match=medium
D09,의예과,화학 반응의 세계,과학,1.0,4,1,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ, 화학, 생명과학, [물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전 중 3과목]",경희대 / 의학 / 의예과 / match=medium
D09,의예과,국어,국어,1.0,4,2,강원대(춘천),대표모집단위=의예 / match=medium
D09,의예과,문학,국어,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 물리학, 화학, 생명과학, 현대사회와 윤리 -진로선택: 기하, 미적분Ⅱ, 심화 영어, 영어 발표와 토론, 심화 영어 독해와 작문, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 윤리와 사상, 인문학과 윤리",영남대 / 의약학 / 의예과 / match=medium
D09,의예과,사회,사회,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 물리학, 화학, 생명과학, 현대사회와 윤리 -진로선택: 기하, 미적분Ⅱ, 심화 영어, 영어 발표와 토론, 심화 영어 독해와 작문, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 윤리와 사상, 인문학과 윤리",영남대 / 의약학 / 의예과 / match=medium
D09,의예과,윤리,사회,1.0,1,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 물리학, 화학, 생명과학, 현대사회와 윤리 -진로선택: 기하, 미적분Ⅱ, 심화 영어, 영어 발표와 토론, 심화 영어 독해와 작문, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전, 윤리와 사상, 인문학과 윤리",영남대 / 의약학 / 의예과 / match=medium
D09,의예과,기하,수학,1.0,6,2,서울대,대표모집단위=의예 / match=medium
D09,의예과,대수,수학,1.0,16,2,가톨릭대,대표모집단위=의예 / match=medium
D09,의예과,미적분,수학,1.0,7,1,"확률과 통계, 미적분, 생명과학, 화학","강원대
(춘천) / 의과대학 / 의예과 / match=medium"
D09,의예과,미적분Ⅰ,수학,1.0,7,2,강원대(춘천),대표모집단위=의예 / match=medium
D09,의예과,미적분Ⅱ,수학,1.0,12,2,강원대(춘천),대표모집단위=의예 / match=medium
D09,의예과,수학,수학,1.0,7,1,"화학, 생명과학, 수학",가톨릭대 / 의예과 / match=medium
D09,의예과,확률과 통계,수학,1.0,8,2,강원대(춘천),대표모집단위=의예 / match=medium
D09,의예과,영어,영어,1.0,11,2,강원대(춘천),대표모집단위=의예 / match=medium
D10,수학과,과학,과학,1.0,9,1,"국어, 영어, 수학, 과학, 한국사",경기대 / 수학과 / match=medium
D10,수학과,물리학,과학,1.0,10,2,단국대*,대표모집단위=수학교육 / match=medium
D10,수학과,물질과 에너지,과학,1.0,3,1,"기하, 미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,생명과학,과학,1.0,2,2,강원대(춘천),대표모집단위=수학교육 / match=medium
D10,수학과,생물의 유전,과학,0.5,1,1,"기하, 미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,세포와 물질대사,과학,0.5,1,1,"기하, 미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,역학과 에너지,과학,1.0,3,1,"기하, 미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,전자기와 양자,과학,1.0,3,1,"기하, 미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,화학,과학,1.0,4,1,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,화학 반응의 세계,과학,1.0,3,1,"기하, 미적분Ⅱ, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",광운대 / 자연과학대학 (스포츠융합과학과 제외) / 수학과 / match=medium
D10,수학과,국어,국어,1.0,5,2,단국대*,대표모집단위=수학교육 / match=medium
D10,수학과,인공지능,기타,1.0,3,1,"미적분Ⅱ, 기하, 인공지능 수학",경북대 / 자연과학대학 / 수학과 / match=medium
D10,수학과,정보,기타,1.0,2,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 물리학, 화학, 정보 -진로선택: 기하, 미적분Ⅱ, 경제 수학, 인공지능 수학, 직무 수학, 심화 영어, 직무 영어, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 인공지능 기초, 데이터 과학",영남대 / 수학·물리·천문·지구 / 물리학과 / match=medium
D10,수학과,경제,사회,1.0,2,1,"-일반선택: 대수, 미적분Ⅰ, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 물리학, 화학, 정보 -진로선택: 기하, 미적분Ⅱ, 경제 수학, 인공지능 수학, 직무 수학, 심화 영어, 직무 영어, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계, 인공지능 기초, 데이터 과학",영남대 / 수학·물리·천문·지구 / 물리학과 / match=medium
