university,admission_year,admission_type,unit_name_original,department_id,department_name_standardized,score_value,score_scale,score_type,source_name,source_url_or_file,matching_confidence,matching_note,source_access_date
부산대,2025,학생부교과,,,,,내신등급,70% cut,,,,,

